0.0,5.35395,100.0,1.0
1.8,5.39695,0
1.79132,5.39128,0
1.78274,5.38549,0
1.77421,5.37959,0
1.76572,5.37366,0
1.75718,5.36779,0
1.7485,5.36212,0
1.7394,5.35719,0
1.72961,5.35386,0
1.7193,5.35328,0
1.70918,5.35538,0
1.69954,5.35916,0
1.69039,5.36403,0
1.68171,5.36968,0
1.67339,5.37586,0
1.6653,5.38232,0
1.65737,5.38899,0
1.64958,5.39583,0
1.64191,5.40279,0
1.63433,5.40986,0
1.62682,5.417,0
1.61936,5.42419,0
1.6119,5.43138,0
1.60442,5.43856,0
1.59691,5.44569,0
1.58931,5.45274,0
1.58162,5.45968,0
1.5738,5.46648,0
1.56583,5.4731,0
1.55771,5.47954,0
1.54944,5.48578,0
1.54104,5.49184,0
1.5325,5.49772,0
1.52385,5.50342,0
1.51509,5.50895,0
1.50622,5.51432,0
1.49726,5.51951,0
1.48821,5.52455,0
1.47907,5.52943,0
1.46985,5.53416,0
1.46055,5.53875,0
1.45119,5.54319,0
1.44177,5.54749,0
1.43228,5.55166,0
1.42274,5.5557,0
1.41314,5.55961,0
1.4035,5.56341,0
1.39382,5.5671,0
1.3841,5.57069,0
1.37434,5.57417,0
1.36455,5.57755,0
1.35472,5.58085,0
1.34486,5.58404,0
1.33496,5.58709,0
1.32501,5.58996,0
1.31499,5.59263,0
1.30492,5.59505,0
1.29478,5.5972,0
1.28458,5.59902,0
1.27432,5.60049,0
1.26402,5.60157,0
1.25368,5.60227,0
1.24333,5.60258,0
1.23296,5.60253,0
1.22261,5.60211,0
1.21228,5.60133,0
1.20198,5.60021,0
1.19172,5.59873,0
1.18153,5.5969,0
1.1714,5.5947,0
1.16136,5.59213,0
1.15144,5.58916,0
1.14164,5.58579,0
1.13197,5.58205,0
1.12244,5.57798,0
1.11304,5.57363,0
1.10376,5.56903,0
1.09458,5.56421,0
1.0855,5.55923,0
1.07649,5.5541,0
1.06755,5.54887,0
1.05866,5.54354,0
1.04983,5.53813,0
1.04103,5.53265,0
1.03228,5.52711,0
1.02355,5.52152,0
1.01485,5.51589,0
1.00617,5.51023,0
0.997512,5.50454,0
0.988866,5.49883,0
0.980231,5.4931,0
0.971604,5.48736,0
0.962983,5.48162,0
0.954363,5.47587,0
0.945742,5.47012,0
0.937116,5.46438,0
0.928482,5.45865,0
0.919838,5.45293,0
0.911179,5.44724,0
0.902503,5.44157,0
0.893808,5.43594,0
0.885101,5.43032,0
0.876397,5.4247,0
0.867708,5.41905,0
0.85905,5.41336,0
0.850435,5.4076,0
0.841878,5.40176,0
0.833384,5.39582,0
0.824945,5.38981,0
0.816552,5.38374,0
0.808197,5.37761,0
0.79987,5.37144,0
0.791562,5.36525,0
0.783264,5.35904,0
0.774966,5.35284,0
0.766659,5.34664,0
0.758334,5.34047,0
0.749981,5.33434,0
0.741591,5.32826,0
0.733155,5.32224,0
0.724664,5.3163,0
0.716112,5.31045,0
0.707489,5.30471,0
0.698791,5.29908,0
0.690009,5.29358,0
0.681141,5.28822,0
0.67218,5.28302,0
0.663122,5.27798,0
0.653963,5.27314,0
0.644701,5.26849,0
0.635333,5.26406,0
0.625858,5.25987,0
0.616275,5.25593,0
0.606585,5.25226,0
0.596792,5.24888,0
0.586901,5.24579,0
0.576926,5.24299,0
0.566876,5.24046,0
0.556764,5.2382,0
0.546598,5.2362,0
0.536387,5.23444,0
0.526138,5.23291,0
0.515858,5.23162,0
0.505552,5.23054,0
0.495227,5.22967,0
0.484886,5.22902,0
0.474533,5.22857,0
0.464175,5.22833,0
0.453813,5.22828,0
0.443452,5.22843,0
0.433096,5.22877,0
0.422747,5.22929,0
0.41241,5.23001,0
0.402088,5.23091,0
0.391784,5.232,0
0.381503,5.23329,0
0.371248,5.23478,0
0.361025,5.23646,0
0.350836,5.23835,0
0.340687,5.24044,0
0.330585,5.24274,0
0.320543,5.2453,0
0.310577,5.24813,0
0.300706,5.25128,0
0.290952,5.25478,0
0.281342,5.25865,0
0.271909,5.26294,0
0.262691,5.26767,0
0.253731,5.27287,0
0.245071,5.27856,0
0.236715,5.28468,0
0.228631,5.29117,0
0.220782,5.29793,0
0.213123,5.30491,0
0.205606,5.31204,0
0.198182,5.31927,0
0.190805,5.32655,0
0.183435,5.33383,0
0.176034,5.34108,0
0.168563,5.34826,0
0.160986,5.35533,0
0.153268,5.36224,0
0.145377,5.36896,0
0.137284,5.37543,0
0.128934,5.38156,0
0.120205,5.38714,0
0.111009,5.3919,0
0.101321,5.39556,0
0.0912106,5.39777,0
0.0808815,5.39773,0
0.0710378,5.39462,0
0.0622151,5.38921,0
0.0543448,5.38248,0
0.0471886,5.37499,0
0.0405307,5.36706,0
0.0341097,5.35892,0
0.0276181,5.35085,0
0.0208964,5.34296,0
0.0140057,5.33522,0
0.00701761,5.32757,0
3.54317e-16,5.31995,0
