5,5.27958,100,8.888888888889
6.8,5.27958,0
6.79099,5.28017,0
6.78198,5.28074,0
6.77297,5.2813,0
6.76396,5.28188,0
6.75496,5.28249,0
6.74595,5.28314,0
6.73695,5.28384,0
6.72796,5.28459,0
6.71897,5.28539,0
6.70998,5.28624,0
6.701,5.28713,0
6.69202,5.28806,0
6.68304,5.28901,0
6.67406,5.28998,0
6.66509,5.29097,0
6.65612,5.29196,0
6.64715,5.29295,0
6.63817,5.29395,0
6.6292,5.29494,0
6.62023,5.29594,0
6.61126,5.29693,0
6.60228,5.29791,0
6.59331,5.29889,0
6.58433,5.29986,0
6.57536,5.30082,0
6.56638,5.30177,0
6.5574,5.30271,0
6.54842,5.30365,0
6.53944,5.30457,0
6.53046,5.30548,0
6.52148,5.30638,0
6.5125,5.30727,0
6.50351,5.30815,0
6.49453,5.30902,0
6.48554,5.30988,0
6.47655,5.31072,0
6.46757,5.31156,0
6.45858,5.31238,0
6.44959,5.3132,0
6.44059,5.31401,0
6.4316,5.31481,0
6.42261,5.3156,0
6.41362,5.31638,0
6.40462,5.31715,0
6.39563,5.31792,0
6.38663,5.31867,0
6.37764,5.31942,0
6.36864,5.32017,0
6.35964,5.3209,0
6.35064,5.32163,0
6.34165,5.32235,0
6.33265,5.32307,0
6.32365,5.32377,0
6.31465,5.32448,0
6.30565,5.32517,0
6.29665,5.32586,0
6.28764,5.32654,0
6.27864,5.32721,0
6.26964,5.32788,0
6.26064,5.32854,0
6.25163,5.32919,0
6.24263,5.32983,0
6.23362,5.33047,0
6.22462,5.3311,0
6.21561,5.33173,0
6.20661,5.33235,0
6.1976,5.33296,0
6.18859,5.33356,0
6.17959,5.33415,0
6.17058,5.33474,0
6.16157,5.33531,0
6.15256,5.33588,0
6.14355,5.33643,0
6.13454,5.33698,0
6.12553,5.33751,0
6.11651,5.33803,0
6.1075,5.33854,0
6.09849,5.33903,0
6.08947,5.3395,0
6.08046,5.33997,0
6.07144,5.34041,0
6.06242,5.34084,0
6.05341,5.34125,0
6.04439,5.34165,0
6.03537,5.34202,0
6.02635,5.34238,0
6.01733,5.34271,0
6.00831,5.34303,0
5.99928,5.34332,0
5.99026,5.34359,0
5.98124,5.34384,0
5.97221,5.34407,0
5.96319,5.34427,0
5.95416,5.34444,0
5.94513,5.34459,0
5.93611,5.34472,0
5.92708,5.34482,0
5.91805,5.34489,0
5.90903,5.34493,0
5.9,5.34494,0
5.89097,5.34493,0
5.88195,5.34489,0
5.87292,5.34482,0
5.86389,5.34472,0
5.85487,5.34459,0
5.84584,5.34444,0
5.83681,5.34427,0
5.82779,5.34407,0
5.81876,5.34384,0
5.80974,5.34359,0
5.80072,5.34332,0
5.79169,5.34303,0
5.78267,5.34271,0
5.77365,5.34238,0
5.76463,5.34202,0
5.75561,5.34165,0
5.74659,5.34125,0
5.73758,5.34084,0
5.72856,5.34041,0
5.71954,5.33997,0
5.71053,5.3395,0
5.70151,5.33903,0
5.6925,5.33854,0
5.68349,5.33803,0
5.67447,5.33751,0
5.66546,5.33698,0
5.65645,5.33643,0
5.64744,5.33588,0
5.63843,5.33531,0
5.62942,5.33474,0
5.62041,5.33415,0
5.61141,5.33356,0
5.6024,5.33296,0
5.59339,5.33235,0
5.58439,5.33173,0
5.57538,5.3311,0
5.56638,5.33047,0
5.55737,5.32983,0
5.54837,5.32919,0
5.53936,5.32854,0
5.53036,5.32788,0
5.52136,5.32721,0
5.51236,5.32654,0
5.50335,5.32586,0
5.49435,5.32517,0
5.48535,5.32448,0
5.47635,5.32377,0
5.46735,5.32307,0
5.45835,5.32235,0
5.44936,5.32163,0
5.44036,5.3209,0
5.43136,5.32017,0
5.42236,5.31942,0
5.41337,5.31867,0
5.40437,5.31792,0
5.39538,5.31715,0
5.38638,5.31638,0
5.37739,5.3156,0
5.3684,5.31481,0
5.35941,5.31401,0
5.35041,5.3132,0
5.34142,5.31238,0
5.33243,5.31156,0
5.32345,5.31072,0
5.31446,5.30988,0
5.30547,5.30902,0
5.29649,5.30815,0
5.2875,5.30727,0
5.27852,5.30638,0
5.26954,5.30548,0
5.26056,5.30457,0
5.25158,5.30365,0
5.2426,5.30271,0
5.23362,5.30177,0
5.22464,5.30082,0
5.21567,5.29986,0
5.20669,5.29889,0
5.19772,5.29791,0
5.18874,5.29693,0
5.17977,5.29594,0
5.1708,5.29494,0
5.16183,5.29395,0
5.15285,5.29295,0
5.14388,5.29196,0
5.13491,5.29097,0
5.12594,5.28998,0
5.11696,5.28901,0
5.10798,5.28806,0
5.099,5.28713,0
5.09002,5.28624,0
5.08103,5.28539,0
5.07204,5.28459,0
5.06305,5.28384,0
5.05405,5.28314,0
5.04504,5.28249,0
5.03604,5.28188,0
5.02703,5.2813,0
5.01802,5.28074,0
5.00901,5.28017,0
5,5.27958,0
5.1,5.28723,0
5.3,5.30849,0
5.6,5.33279,0
6.2,5.33279,0
6.5,5.30849,0
6.7,5.28723,0
